data,	0xf9db, 946685061, 0.922, 22.820
data,	0xf9e8, 946685068, 0.940, 20.951
data,	0xf9db, 946685072, 0.905, 22.820
data,	0xf9e0, 946685074, 0.944, 24.401
data,	0xf9e8, 946685078, 0.934, 20.890
data,	0xf9db, 946685082, 0.905, 22.820
data,	0xf994, 946685082, 0.940, 21.095
data,	0xf9e0, 946685084, 0.961, 24.401
data,	0xf9e8, 946685088, 0.940, 20.951
data,	0xf9db, 946685092, 0.922, 22.820
data,	0xf9e0, 946685094, 1.008, 24.337
data,	0xf994, 946685092, 0.957, 21.095
data,	0xf9e8, 946685098, 0.981, 20.890
data,	0xf9ed, 946685090, 1.040, 20.807
data,	0xf9ed, 946685101, 1.052, 20.807
data,	0xf9db, 946685102, 0.969, 22.756
data,	0xf9e0, 946685105, 1.019, 24.401
data,	0xf994, 946685103, 0.980, 21.095
data,	0xf9e8, 946685109, 1.033, 20.951
data,	0xf9ed, 946685111, 1.063, 20.807
data,	0xf9db, 946685113, 0.992, 22.820
data,	0xf994, 946685113, 0.986, 21.095
data,	0xf9e0, 946685115, 1.008, 24.401
data,	0xf9e8, 946685119, 0.992, 20.951
data,	0xf9db, 946685123, 0.934, 22.820
data,	0xf994, 946685123, 0.945, 21.095
data,	0xf9e0, 946685125, 0.973, 24.401
data,	0xf9e8, 946685129, 0.981, 20.951
data,	0xf9ed, 946685121, 0.999, 20.807
data,	0xf9ed, 946685131, 1.034, 20.807
data,	0xf9e6, 946685131, 0.976, 20.405
data,	0xf9db, 946685133, 0.969, 22.820
data,	0xf994, 946685133, 0.969, 21.095
data,	0xf9e0, 946685135, 1.002, 24.337
data,	0xf9e8, 946685139, 1.010, 20.951
data,	0xf9db, 946685143, 0.940, 22.820
data,	0xf9e0, 946685146, 0.985, 24.401
data,	0xf994, 946685144, 0.975, 21.095
data,	0xf9e6, 946685142, 0.947, 20.405
data,	0xf9e8, 946685150, 1.010, 20.890
data,	0xf9ed, 946685142, 1.040, 20.807
data,	0xf9ed, 946685152, 1.017, 20.807
data,	0xf9e6, 946685152, 0.988, 20.405
data,	0xf9db, 946685154, 0.957, 22.756
data,	0xf994, 946685154, 0.986, 21.095
data,	0xf9e0, 946685156, 0.990, 24.401
data,	0xf9e8, 946685160, 1.010, 20.951
data,	0xf9ed, 946685162, 1.028, 20.807
data,	0xf9e6, 946685162, 0.965, 20.405
data,	0xf9db, 946685164, 0.928, 22.820
data,	0xf9e0, 946685166, 0.979, 24.401
data,	0xf994, 946685164, 0.951, 21.095
data,	0xf9e8, 946685170, 0.981, 20.951
data,	0xf9db, 946685174, 0.934, 22.820
data,	0xf994, 946685174, 0.963, 21.095
data,	0xf9ed, 946685172, 1.034, 20.807
data,	0xf9e0, 946685176, 0.973, 24.337
data,	0xf9e6, 946685172, 0.971, 20.405
data,	0xf9e8, 946685180, 0.986, 20.951
data,	0xf9e6, 946685183, 0.982, 20.405
data,	0xf9db, 946685184, 0.928, 22.756
data,	0xf9e0, 946685186, 0.990, 24.401
data,	0xf994, 946685184, 0.951, 21.159
data,	0xf9e8, 946685191, 0.981, 20.951
data,	0xf9ed, 946685182, 1.023, 20.807
data,	0xf9ed, 946685193, 1.011, 20.807
data,	0xf9db, 946685195, 0.922, 22.756
data,	0xf9e6, 946685193, 0.971, 20.405
data,	0xf994, 946685195, 0.975, 21.095
data,	0xf9e0, 946685197, 0.990, 24.337
data,	0xf9e8, 946685201, 0.981, 20.951
data,	0xf9ed, 946685203, 1.034, 20.807
data,	0xf9e6, 946685203, 0.982, 20.469
data,	0xf9db, 946685205, 0.934, 22.756
data,	0xf9e0, 946685207, 0.967, 24.337
data,	0xf994, 946685205, 0.945, 21.159
data,	0xf9e8, 946685211, 0.975, 20.951
data,	0xf9e6, 946685213, 0.953, 20.469
data,	0xf9db, 946685215, 0.928, 22.756
data,	0xf994, 946685215, 0.975, 21.095
data,	0xf9e0, 946685217, 0.979, 24.401
data,	0xf9ed, 946685213, 1.017, 20.807
data,	0xf9e8, 946685221, 0.986, 20.951
data,	0xf9e6, 946685224, 0.976, 20.405
data,	0xf9db, 946685225, 0.940, 22.820
data,	0xf994, 946685225, 0.951, 21.095
data,	0xf9ed, 946685223, 1.028, 20.807
data,	0xf9e0, 946685227, 0.979, 24.337
data,	0xf9e8, 946685232, 0.981, 20.951
data,	0xf9db, 946685236, 0.940, 22.820
data,	0xf9e6, 946685234, 0.965, 20.469
data,	0xf9e0, 946685238, 0.967, 24.337
data,	0xf994, 946685236, 0.957, 21.159
data,	0xf9ed, 946685234, 1.028, 20.807
data,	0xf9e8, 946685242, 0.981, 20.951
data,	0xf9ed, 946685244, 1.023, 20.807
data,	0xf9db, 946685246, 0.922, 22.756
data,	0xf9e0, 946685248, 0.973, 24.337
data,	0xf9e6, 946685244, 0.965, 20.469
data,	0xf9e8, 946685252, 0.969, 20.951
data,	0xf994, 946685246, 0.951, 21.159
data,	0xf9ed, 946685254, 0.999, 20.807
data,	0xf9db, 946685256, 0.922, 22.820
data,	0xf9e6, 946685254, 0.941, 20.469
data,	0xf9e0, 946685258, 0.961, 24.337
d